"CustomerValue","MonthlyRevenue","MonthlyMinutes","TotalRecurringCharge","OverageMinutes","RoamingCalls","PercChangeMinutes","PercChangeRevenues","PeakCallsInOut","OffPeakCallsInOut","MonthsInService","AgeHH1","BuysViaMailOrder","RespondsToMailOffers","OptOutMailings","NonUSTravel","IncomeGroup","PrizmCode","Occupation","fit.cluster"
2,10,6,10,0,0,-6,0,1.3,3,21,43,0,0,0,0,0,4,8,5
1,10,4,10,0,0,-4,0,0.7,2.7,25,43,0,0,0,0,0,2,8,5
3,10,23,10,0,0,12,0,6,4.7,22,43,0,0,0,0,0,2,8,5
3,10,180,10,0,0,-174,0,54,24.7,23,43,0,0,0,0,0,4,8,5
1,10,92,10,0,0,-84,0,21,7.7,22,43,0,0,0,0,8,2,8,5
3,10,0,10,0,0,0,0,0,0,22,43,0,0,0,0,0,4,8,5
3,10,84,10,0,0,-10,0,38.7,7.3,18,43,0,0,0,0,0,2,8,5
3,10,0,10,0,0,0,0,0,0,19,43,0,0,0,0,0,4,8,5
1,10,10,10,0,0,-4,0,6.7,0.7,19,43,0,0,0,0,0,2,8,5
2,10,132,10,0,0,-4,0,15,8.7,18,43,0,0,0,0,6,2,8,5
1,10,155,10,0,0,10,0,25.7,18,17,43,1,1,0,0,7,2,8,5
3,10,262,10,0,0,-48,0,41.7,8.7,15,43,0,0,0,0,0,2,8,5
3,10,222,10,0,0,-85,0,30.3,20,17,43,0,0,0,0,0,4,8,5
1,10,0,10,0,0,0,0,0,0,15,43,0,0,0,0,1,1,8,5
3,10,157,10,0,0,90,0,21.7,57,19,43,0,0,0,0,0,2,8,5
1,10,103,10,0,0,90,0,31,4,14,43,0,0,0,0,0,4,8,5
3,10,75,10,0,0,-10,0,21,28.7,14,43,0,0,0,0,0,4,8,5
1,10,88,10,0,0,-24,0,24,12.3,15,43,0,0,0,0,0,4,8,5
2,10,0,10,0,0,0,0,0,0,17,43,0,0,0,0,0,1,8,5
3,10,129,10,0,0,2,0,20,6.7,13,43,0,0,0,0,0,1,8,5
3,10,146,10,0,0,-67,0,50.3,11.3,17,43,0,0,0,0,5,2,8,5
3,10,0,10,0,0,0,0,0,0,15,43,0,0,0,0,6,4,8,5
3,10,0,10,0,0,0,0,0,0,15,43,0,0,0,0,0,4,8,5
3,10,30,10,0,0,-14,0,10.3,7.3,13,43,0,0,0,0,0,4,8,5
2,10,0,10,0,0,0,0,0,0,14,43,0,0,0,0,0,2,8,5
1,10,0,10,0,0,0,0,0,0,14,43,0,0,0,0,0,4,8,5
1,10,0,10,0,0,0,0,0,0,16,43,0,0,0,0,0,4,8,5
1,10,230,10,0,0,40,0,31.3,23,14,43,0,0,0,0,0,4,8,5
2,10,122,10,0,0,14,0,44.7,7,14,43,0,0,0,0,0,2,8,5
1,10,432,10,0,0,-35,0,0,0,12,43,0,0,0,0,0,2,8,4
1,10,128,10,0,0,40,0,0,0,11,43,0,0,0,0,0,2,8,5
1,10,529,10,0,0,67,0,0,0,15,43,0,0,0,0,0,4,8,4
1,10,23,10,0,0,20,0,1.3,4.3,11,43,0,0,0,0,0,4,8,5
1,10,14,10,0,0,18,0,9.7,1,11,43,0,0,0,0,0,4,8,5
1,10,0,10,0,0,0,0,0,0,11,43,0,0,0,0,0,1,8,5
3,10,0,10,0,0,0,0,0,0,11,43,0,0,0,0,0,1,8,5
1,10,0,10,0,0,0,0,0,0,10,43,0,0,0,0,0,4,8,5
3,10,38,10,0,0,-28,0,0,0,10,43,0,0,0,0,0,2,8,5
1,10,54,10,0,0,-44,0,0,0,14,43,0,0,0,0,0,2,8,5
3,10,51,10,0,0,-11,0,0,0,12,43,0,0,0,0,0,4,8,5
2,10,0,10,0,0,0,0,0.7,0,14,43,0,0,0,0,0,1,8,5
1,10,389,10,0,0,94,0,84.7,136,10,43,0,0,0,0,0,2,8,4
1,10,24,10,0,0,-18,0,0,0,14,43,0,0,0,0,0,2,8,5
3,10,272,10,0,0,-78,0,42.3,38,12,43,0,0,0,0,0,1,8,5
1,10,24,10,0,0,-7,0,10,2.7,9,43,0,0,0,0,0,3,8,5
3,10,66,10,0,0,12,0,15.3,3.7,11,43,0,0,0,0,9,2,8,5
2,10,0,10,0,0,0,0,0,0,11,43,0,0,0,0,0,4,8,5
1,10,108,10,0,0,-76,0,24.7,13.7,9,43,0,0,0,0,0,4,8,5
1,10,0,10,0,0,0,0,0,0,13,43,0,0,0,0,0,4,8,5
3,10,0,10,0,0,0,0,0,0,11,43,0,0,0,0,0,1,8,5
3,10,202,10,0,0,16,0,53.3,15,11,43,0,0,0,0,0,1,8,5
3,10,161,10,0,0,-9,0,26,19.3,9,43,0,0,0,0,0,4,8,5
2,10,103,10,0,0,13,0,17,22.3,11,43,0,0,0,0,0,4,8,5
3,10,289,10,0,0,198,0,71.3,64,11,43,0,0,0,0,0,2,8,5
1,10,0,10,0,0,0,0,0,0,9,43,0,0,0,0,0,4,8,5
1,10,255,10,0,0,-13,0,63.3,89.7,9,43,0,0,0,0,0,4,8,5
1,10,0,10,0,0,0,0,0,0,12,43,0,0,0,0,0,4,8,5
1,10,3,10,0,0,1,0,0.7,0.3,10,43,0,0,0,0,0,4,8,5
2,10,0,10,0,0,0,0,0,0,8,43,0,0,0,0,0,1,8,5
3,10,292,10,0,0,4,0,55.3,39.3,8,43,0,0,0,0,3,3,8,5
2,10,0,10,0,0,0,0,0,0,12,43,0,0,0,0,0,4,8,5
3,10,0,10,0,0,0,0,0,0,12,43,0,0,0,0,0,4,8,5
3,10,472,10,0,0,404,0,27,19,10,43,0,0,0,0,0,2,8,4
1,10,135,10,0,0,19,0,52.3,1.7,10,43,0,0,0,0,0,2,8,5
1,10,178,10,0,0,138,0,70.3,7,8,43,0,0,0,0,0,1,8,5
1,10,224,10,0,0,-100,0,78.3,14.7,10,43,0,0,0,0,6,4,8,5
2,10,0,10,0,0,0,0,0,0,11,43,0,0,0,0,0,3,8,5
2,10,560,10,0,0,-22,0,62.7,83.3,11,43,0,0,0,0,0,2,8,4
3,10,0,10,0,0,0,0,0,0,9,43,0,0,0,0,0,4,8,5
3,10,123,10,0,0,40,0,23.7,31.3,7,43,0,0,0,0,0,2,8,5
3,10,482,10,0,0,-280,0,34,30.7,11,43,0,0,0,0,2,1,8,4
1,10,173,10,0,0,11,0,29.7,8,7,43,0,0,0,0,9,4,8,5
3,10,57,10,0,0,-7,0,7.3,4,11,43,0,0,0,0,0,4,8,5
1,10,155,10,0,0,-155,0,44,7.3,10,43,0,0,0,0,6,1,8,5
3,10,34,10,0,0,27,0,9,5,6,43,0,0,0,0,0,4,8,5
2,10,47,10,0,0,60,0,8,3.3,10,43,0,0,0,0,7,1,8,5
2,10,69,10,0,0,38,0,26.7,0.3,7,43,0,0,0,0,0,4,8,5
2,10,17,10,0,0,-4,0,2.3,3.3,9,43,0,0,0,0,0,2,8,5
3,10,176,10,0,0,-30,0,72.3,36,9,43,0,0,0,0,0,4,8,5
3,10,230,10,0,0,-66,0,20.7,25.7,8,43,0,0,0,0,0,1,8,5
1,10,105,10,0,0,-1,0,41.3,27,7,43,0,0,0,0,0,4,8,5
1,10,898,10,0,0,22,0,110.3,63.7,7,43,0,0,0,0,6,2,1,2
3,10,84,10,0,0,-52,0,61.3,7.7,7,43,0,0,0,0,5,2,8,5
2,10,28,10,0,0,4,0,7.3,3,46,43,1,1,0,0,0,4,8,5
1,10.03,146,7,0,2.5,-115,-11,49,19,7,43,0,0,0,0,0,4,8,5
3,10.04,3,10,0,0,-3,0,0.3,2,20,43,0,0,0,0,0,1,8,5
3,10.04,164,10,0,0,-11,0,65.7,19.3,11,43,0,0,0,0,0,2,8,5
3,10.04,91,10,0,0,-38,0.1,21.3,14,8,43,0,0,0,0,0,4,8,5
2,10.08,178,10,5,0,-64,-2.1,39,11.7,9,43,0,0,0,0,0,1,8,5
2,10.09,28,10,0,0,11,-0.1,9.3,0.7,28,43,0,0,0,0,0,2,8,5
2,10.09,273,10,0,0,180,-0.1,49.7,30.3,24,43,0,0,0,0,0,4,8,5
3,10.09,232,10,0,0,-66,-0.1,37,16.7,22,43,0,0,0,0,0,4,8,5
2,10.09,64,10,0,0,-58,-0.1,8.7,11.7,13,43,0,0,0,0,0,4,8,5
3,10.09,0,10,0,0,0,-0.1,0,0.3,11,43,0,0,0,0,0,4,8,5
3,10.09,0,10,0,0,0,-0.1,0,0,10,43,0,0,0,0,0,4,8,5
1,10.09,0,10,0,0,0,-0.1,0,0,8,43,0,0,0,0,6,4,8,5
2,10.09,297,10,0,0,-50,-0.1,22,1.3,8,43,0,0,0,0,0,4,8,5
1,10.09,146,10,0,0,-80,-0.1,25.3,4.7,8,43,0,0,0,0,4,2,8,5
3,10.09,64,10,0,0,-42,-0.1,0,0,8,43,0,0,0,0,0,4,8,5
1,10.09,68,10,0,0,-4,-0.1,9,2.3,7,43,0,0,0,0,0,4,8,5
3,10.09,8,10,0,0,4,-0.1,1.7,1.3,7,43,0,0,0,0,0,2,8,5
2,10.1,168,10,0,0,11,-0.1,11.3,15,19,43,0,0,0,0,0,4,8,5
1,10.1,296,10,0,0.1,6,0.3,77.7,32.3,8,43,0,0,0,0,0,2,8,5
1,10.1,87,10,0,0,-14,-0.1,5,9,12,43,0,0,0,0,0,4,8,5
1,10.1,261,10,0,0,6,-0.1,17.3,21.3,7,43,0,0,0,0,0,2,8,5
1,10.15,36,10,0,0,-29,-0.2,5,3,12,43,0,0,0,0,0,2,8,5
1,10.16,182,10,0,0.2,22,-0.2,55,8.3,14,43,0,0,0,0,0,1,8,5
3,10.19,6,10,0,0,-6,-0.2,2,1.3,13,43,0,0,0,0,0,4,8,5
3,10.2,104,10,0,0.2,29,-0.2,16.7,22,7,43,0,0,0,0,0,4,8,5
3,10.21,0,10,0,0,0,-21,0,0,20,43,0,0,0,0,0,4,8,5
3,10.23,460,10,0,0.2,-64,0.7,102.7,19.7,42,43,0,0,0,0,0,2,8,4
3,10.25,430,10,0,0,41,0.7,122.3,33.7,35,43,0,0,0,0,9,4,8,4
2,10.25,26,10,1,0,-8,0.8,8.3,5.3,25,43,0,0,0,0,5,4,8,5
2,10.25,109,10,0,0,-3,-0.2,21,3.7,18,43,0,0,0,0,0,1,8,5
3,10.25,62,10,0,0,-60,-0.2,22.3,8,13,43,0,0,0,0,0,2,8,5
2,10.25,465,10,0,0,-64,-0.2,0,0,11,43,0,0,0,0,0,4,8,4
1,10.25,268,10,0,0,64,0.7,19.7,5.7,12,43,0,0,0,0,0,4,8,5
3,10.25,128,10,0,0,-17,-0.2,47.3,18.3,11,43,0,0,0,0,5,4,8,5
2,10.25,522,10,0,0,110,-0.2,91,57.3,13,43,0,0,0,0,0,1,8,4
3,10.25,246,10,0,0,49,-0.2,31.7,82.7,9,43,0,0,0,0,0,2,8,5
1,10.25,56,10,0,0,-56,-0.2,10.3,3.7,8,43,0,0,0,0,0,4,8,5
3,10.25,36,10,0,0,-14,-0.2,17.7,5.7,11,43,0,0,0,0,7,4,8,5
1,10.25,448,10,0,0,64,0.7,32.7,156,9,43,0,0,0,0,0,4,8,4
2,10.25,175,10,0,0,204,0.7,19.7,6.3,7,43,0,0,0,0,0,4,3,5
1,10.25,144,10,0,0,24,-0.2,38.3,12.3,7,43,0,0,0,0,0,4,8,5
2,10.29,44,10,0,0,-44,-0.3,0,0,28,43,0,0,0,0,0,4,8,5
2,10.3,459,10,0,0,-187,0,69.7,76.7,31,43,0,0,0,0,0,4,8,4
2,10.3,60,10,1,0,48,0.9,12.3,9.7,12,43,0,0,0,0,0,2,8,5
1,10.3,84,10,1,0,-62,-0.3,20,13.3,9,43,0,0,0,0,0,4,8,5
2,10.32,204,10,0,0.3,30,1,57.7,14.3,9,43,0,0,0,0,0,4,8,5
1,10.34,15,10,0,0,-13,-0.3,8.3,4,23,43,0,0,0,0,0,2,8,5
2,10.34,206,10,0,0,58,0.7,11.7,16.3,6,43,0,0,0,0,0,4,8,5
1,10.34,149,10,0,0,-54,-0.3,20.7,15.7,6,43,0,0,0,0,0,2,8,5
1,10.35,246,10,0,0.3,127,1,64.3,21,9,43,0,0,0,0,0,4,8,5
2,10.36,49,10,0,0.4,-40,-0.4,9,7.7,14,43,0,0,0,0,0,3,8,5
1,10.38,570,10,0,0.3,204,-0.4,89,22.7,18,43,0,0,0,0,4,4,8,4
1,10.4,6,10,1,0,-1,-0.4,1.7,1,30,43,0,0,0,0,0,2,8,5
3,10.41,65,10,0,0,-55,-0.4,12,13,15,43,0,0,0,0,0,2,8,5
2,10.41,30,10,0,0,12,0.9,4.3,3,10,43,0,0,0,0,0,4,8,5
3,10.43,697,8,0,0,-63,-10.4,83.7,24,25,43,0,0,0,0,0,2,8,4
2,10.43,281,10,0,0,-69,-0.4,66.3,26.3,13,43,0,0,0,0,0,2,8,5
2,10.44,118,40,1,0,-70,-0.4,28.7,27.7,16,43,0,0,0,0,0,4,8,5
1,10.44,168,10,0,0.2,71,-0.4,27.3,7.3,21,43,0,0,0,0,0,2,8,5
1,10.44,58,10,0,0.1,-16,-0.4,10.3,7,14,43,0,0,0,0,0,2,8,5
1,10.44,10,10,0,0.3,-4,0.9,5.7,1,7,43,0,0,0,0,0,2,8,5
1,10.45,22,10,2,0,-3,0.4,9.3,4.3,17,43,0,0,0,0,0,4,8,5
2,10.46,107,10,2,0,50,-0.5,23.7,8,10,43,0,0,0,0,0,2,8,5
1,10.49,253,10,0,0,-31,-0.5,23.3,24.3,22,43,0,0,0,0,0,2,8,5
3,10.49,100,10,0,0,-92,-0.5,21,8.7,17,43,0,0,0,0,0,1,8,5
2,10.49,120,10,0,0,-120,-0.5,14.7,14.3,16,43,0,0,0,0,1,4,8,5
2,10.49,546,10,0,0,46,-0.5,85.3,21,16,43,0,0,0,0,1,4,1,4
1,10.49,174,10,0,0,22,0.5,64.7,8.7,11,43,0,0,0,0,9,4,8,5
2,10.49,139,10,0,0,17,-0.5,0,0,11,43,0,0,0,0,7,4,8,5
2,10.49,81,10,0,0,23,-0.5,0,0,12,43,0,0,0,0,0,4,8,5
2,10.49,166,10,0,0,-10,1.5,49,12.3,13,43,0,0,0,0,0,2,8,5
2,10.49,768,10,0,0,-287,-0.5,103,154.3,9,43,0,0,0,0,0,2,8,4
3,10.49,24,10,0,0,13,1.5,0.7,2,9,43,0,0,0,0,0,1,8,5
1,10.49,365,10,0,0,92,0.5,49,33.3,7,43,0,0,0,0,0,1,8,4
3,10.5,614,10,1,0,-160,-0.5,147,24,21,43,0,0,0,0,0,1,8,4
1,10.54,92,10,0,0,-54,0.7,20.3,20.3,13,43,0,0,0,0,3,4,8,5
3,10.56,165,10,1,0,143,-0.6,39.3,20.7,36,43,0,0,0,0,0,4,8,5
1,10.57,20,10,0,0,6,1.7,0,0,12,43,0,0,0,0,0,1,8,5
3,10.57,416,10,0,0.2,150,-0.2,113.3,79,7,43,0,0,0,0,0,4,8,4
3,10.58,186,10,0,0.5,2,-0.2,52.3,18.3,20,43,0,0,0,0,0,4,8,5
2,10.59,249,10,0,0,-115,-0.6,36.3,60.3,23,43,1,1,0,0,0,4,8,5
1,10.59,503,10,0,0,692,0.4,49,37.7,15,43,0,0,0,0,0,2,8,2
3,10.59,170,10,0,0,5,-0.6,22.7,17.7,13,43,0,0,0,0,0,4,8,5
1,10.59,284,10,0,0,-78,-0.6,43,31.3,7,43,0,0,0,0,0,2,8,5
3,10.59,130,10,0,0,-16,-0.6,50.7,12,7,43,0,0,0,0,0,4,8,5
2,10.62,92,10,2,0,15,-0.6,36.7,18,14,43,0,0,0,0,0,1,8,5
1,10.63,602,10,0,0,22,1.9,55,35,15,43,0,0,0,0,0,4,8,4
3,10.65,101,10,0,0.6,173,1.9,24.7,7.3,7,43,0,0,0,0,0,2,8,5
3,10.67,10,10,0,0,-10,-0.7,0,0,22,43,0,0,0,0,0,4,8,5
2,10.68,166,10,2,0,-83,-0.3,26,38.7,7,43,0,0,0,0,0,1,8,5
1,10.7,36,10,0,0.4,-4,0.3,13,1,9,43,0,0,0,0,0,4,8,5
3,10.74,342,10,0,0,-174,-0.7,133.7,30.3,23,43,0,0,0,0,0,4,8,4
3,10.74,47,10,0,0.7,-20,1.2,12,0.3,13,43,0,0,0,0,0,2,8,5
1,10.74,714,10,0,0,154,-0.7,149.7,118.3,9,43,0,0,0,0,0,2,8,2
2,10.78,31,10,0,0.8,-3,1.2,11.3,6.3,27,43,0,0,0,0,0,4,8,5
1,10.83,227,10,0,0,-34,0.2,61,21.3,19,43,0,0,0,0,0,1,8,5
1,10.83,491,10,0,0,-21,1.1,30,27,11,43,0,0,0,0,0,4,8,4
2,10.88,142,10,1,0,-92,0.5,19,9.3,9,43,0,0,0,0,0,2,8,5
2,10.93,486,10,2,0.4,402,1.5,98.7,28.3,15,43,0,0,0,0,0,4,8,4
2,10.94,9,10,0,0,-9,-0.9,0.3,1,7,43,0,0,0,0,0,1,8,5
1,10.96,36,10,0,0,-16,0.2,17,10,15,43,0,0,0,0,0,1,8,5
1,10.96,36,10,0,1,-36,-1,10,2.3,15,43,0,0,0,0,0,4,8,5
2,10.96,14,16,0,0,-14,-11,1.7,0,9,43,0,0,0,0,0,2,8,5
3,10.96,11,10,0,0.5,-11,-1,1.3,4,8,43,0,0,0,0,0,4,8,5
2,10.97,36,10,3,0,54,-0.7,0,0,11,43,0,0,0,0,0,1,8,5
1,10.99,124,10,0,0,-7,-1,31.7,6,18,43,0,0,0,0,0,4,8,5
3,11.04,378,10,0,0,-134,-0.6,36.3,11,10,43,0,0,0,0,0,2,8,4
3,11.06,181,10,3,0,-69,1.9,75,12,9,43,0,0,0,0,4,4,8,5
1,11.08,33,13,0,0,-27,-1.1,13.7,8,15,43,0,0,0,0,0,2,8,5
2,11.09,109,10,0,0.1,-30,-0.1,30,24.7,23,43,0,0,0,0,0,2,8,5
2,11.09,669,10,0,0,436,1.3,160.7,283.3,14,43,0,0,0,0,0,1,8,2
3,11.1,422,10,4,0,-123,-1.1,102,70,12,43,0,0,0,0,7,2,8,4
1,11.1,196,10,3,0,-84,-1.1,46.3,53.3,8,43,0,0,0,0,5,2,8,5
3,11.12,36,10,0,1.1,78,-0.5,2.3,1,13,43,0,0,0,0,0,4,8,5
3,11.22,4,10,0,1.1,-4,-1.2,0,0,9,43,0,0,0,0,0,4,8,5
2,11.24,507,10,0,0,425,-0.2,84,58,11,43,0,0,0,0,0,4,8,4
3,11.24,250,10,0,0,61,3.7,44.3,35.3,33,43,0,0,0,0,0,1,8,5
1,11.25,240,10,0,0,124,-1.2,10.3,22.7,7,43,0,0,0,0,0,3,8,5
